organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act	number_records	gb_records	bags_grade	species_status	bin_uris	otu_ids	other_names
NBNORG0000009688	NBNSYS0000006881	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus podagratus	(Zetterstedt, [1838])	Species	Scaeva podagrata		Y					1		LC	IUCN Threat listing (1)	predator	nectivore	wetland	acid & sedge peats	base status >> acid, wetland vegetation			Aphididae																									0	0	F	BLACK			
NBNORG0000023147	NBNSYS0000033094	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus ramsarensis	Goeldlin de Tiefenau Maibach & Speight, 1990	Species			Y					1		LC	IUCN Threat listing (1)	predator	nectivore	wetland	acid & sedge peats; running water	base status >> acid, seepages >> neutral/acid seepage, seepages >> unshaded seepage, wetland vegetation		seepage (acid-neutral): B	Aphididae																									0	0	F	BLACK			
NBNORG0000042966	NBNSYS0100004763	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus rosarum	(Fabricius, 1787)	Species	Pyrophaena rosarum;Syrphus rosarum		Y					1		LC	IUCN Threat listing (1)	predator	nectivore	tree-associated; wetland	acid & sedge peats; marshland; shaded woodland floor; wet woodland	conifer or broadleaved >> broadleaved only, humidity >> wet, shadiness >> heavy shade, wetland vegetation			Aphididae, Fagales																									0	0	F	BLACK			
NBNORG0000009689	NBNSYS0000006882	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus scambus	(Staeger, 1843)	Species	Syrphus scambus		Y					1		LC	IUCN Threat listing (1)	predator	nectivore	open habitats	tall sward & scrub	habitats >> unknown, soil humidity >> damp			Aphididae																									0	0	F	BLACK			
NBNORG0000009690	NBNSYS0000006883	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus scutatus	(Meigen, 1822)	Species	Syrphus scutatus		Y																																									0	0	F	BLACK			
NBNORG0000042967	NBNSYS0100004764	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus splendidus	Rotheray, 1998	Species			Y					1		LC	IUCN Threat listing (1)	predator	nectivore						Schizoneura ulmi																									0	0	F	BLACK			
NBNORG0000009691	NBNSYS0000006884	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus sticticus	(Meigen, 1822)	Species	Syrphus sticticus		Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)	predator	nectivore	open habitats	tall sward & scrub	habitats >> unknown, soil humidity >> damp																	NS-excludes											0	0	F	BLACK			
NBNORG0000009692	NBNSYS0000006885	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	Platycheirus tarsalis	(Schummel, 1837)	Species	Syrphus tarsalis		Y					1		LC	IUCN Threat listing (1)		nectivore	tree-associated	shaded woodland floor	conifer or broadleaved >> broadleaved only, humidity >> damp, shadiness >> light shade, woodland habitat			Aphididae, Plantae																									0	0	F	BLACK			
NBNORG0000051842	NHMSYS0021051754	Animalia	Arthropoda	Maxillopoda	Harpacticoida	Laophontidae	Platychelipus	Platychelipus laophontoides	Sars G.O., 1908	Species					Y																																							0	0	F	BLACK			
NBNORG0000038249	NBNSYS0000185743	Animalia	Arthropoda	Maxillopoda	Harpacticoida	Laophontidae	Platychelipus	Platychelipus littoralis	Brady, 1880	Species					Y																																							0	0	F	BLACK			
NBNORG0000089113	NHMSYS0001719616	Animalia	Arthropoda	Insecta	Coleoptera	Lycidae	Platycis	Platycis minutus	(Fabricius, 1787)	Species	Platycis minuta		Y					1		LC	IUCN Threat listing (1)		does not feed?	tree-associated	decaying wood	conifer or broadleaved >> broadleaved only, decaying wood >> moist white rot, heartrot >> hollow tree cavities, heartrot >> woodmould	A211	IEC: 1, IEC (older version): 1	Fagales										RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000025080	NBNSYS0000042167	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Platycladus	Platycladus orientalis	(L.) Franco	Species	Thuja orientalis	Y	Y																																									0	0	F	BLACK			
NBNORG0000075724	NHMSYS0001387438	Animalia	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Platycleis	Platycleis albopunctata	(Goeze, 1778)	Species	Platycleis denticulata;Platycleis grisea;Platycleis occidentalis		Y					4	NS	LC; Nationally Scarce	GB Rarity listing (1); IUCN Threat listing (1)			open habitats	short sward & bare ground	habitats >> sward/field layer, soil humidity >> dry	F001, F111	soft rock cliff: 3											RedList_GB_post2001-LC			NS-includes												0	0	F	BLACK			
NBNORG0000061173	NHMSYS0000532381	Animalia	Arthropoda	Insecta	Odonata	Platycnemididae	Platycnemis	Platycnemis acutipennis	Selys, 1841	Species			Y																																									0	0	F	BLACK			
NBNORG0000061174	NHMSYS0000532386	Animalia	Arthropoda	Insecta	Odonata	Platycnemididae	Platycnemis	Platycnemis kervillei	(Martin, 1909)	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000061175	NHMSYS0000532391	Animalia	Arthropoda	Insecta	Odonata	Platycnemididae	Platycnemis	Platycnemis latipes	Rambur, 1842	Species			Y																																									0	0	F	BLACK			
NBNORG0000008960	NBNSYS0000005598	Animalia	Arthropoda	Insecta	Odonata	Platycnemididae	Platycnemis	Platycnemis pennipes	(Pallas, 1771)	Species	Platycnemis pennipes subsp. nitidula		Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	predator	predator	wetland	running water	flow >> slow flow, wetland vegetation	W125		Arthropoda							RedList_Global_post2001-LC			RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000038251	NBNSYS0000185745	Animalia	Nematoda	Adenophorea	Enoplida	Leptosomatidae	Platycoma	Platycoma cephalata	Cobb, 1894	Species					Y																																							0	0	F	BLACK			
NBNORG0000100459	NHMSYS0021052608	Animalia	Arthropoda	Maxillopoda	Platycopioida	Platycopiidae	Platycopia	Platycopia perplexa	Sars G.O., 1911	Species					Y																																							0	0	F	BLACK			
NBNORG0000100460	NHMSYS0021052609	Animalia	Arthropoda	Maxillopoda	Platycopioida	Platycopiidae	Platycopia	Platycopia pygmaea	Sars G.O., 1919	Species					Y																																							0	0	F	BLACK			
NBNORG0000095531	NHMSYS0020309688	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Platycranus	Platycranus (Genistocapsus) bicolor	(Douglas & Scott, 1868)	Species	Genistocapsus bicolor;Pachylops bicolor;Pachylops chloropterus;Platycranus bicolor		Y					1						open habitats			F001, F003																											0	0	F	BLACK			
NBNORG0000051380	NHMSYS0000334410	Animalia	Arthropoda	Malacostraca	Cumacea	Nannastacidae	Platycuma	Platycuma candidum	Jones, 1984	Species					Y																																							0	0	F	BLACK			
NBNORG0000051381	NHMSYS0000334411	Animalia	Arthropoda	Malacostraca	Cumacea	Nannastacidae	Platycuma	Platycuma holti	Calman, 1905	Species					Y																																							0	0	F	BLACK			
NBNORG0000051382	NHMSYS0000334412	Animalia	Arthropoda	Malacostraca	Cumacea	Nannastacidae	Platycuma	Platycuma marginalis	Zimmer, 1943	Species					Y																																							0	0	F	BLACK			
NBNORG0000038256	NBNSYS0000185753	Animalia	Arthropoda	Malacostraca	Amphipoda	Cyamidae	Platycyamus	Platycyamus thompsoni	(Gosse, 1855)	Species					Y																																							0	0	F	BLACK			
NBNORG0000093023	NHMSYS0021422219	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Platydema	Platydema violacea	(Fabricius, 1790)	Species	Platydema dytiscoides;Platydema violaceum		Y					8	NR	LC; Nationally Rare	GB Rarity listing (1); IUCN Threat listing (1)																		RedList_GB_post2001-LC			NR-includes												0	0	F	BLACK			
NBNORG0000122946	NHMSYS0021177496	Animalia	Platyhelminthes	Rhabditophora	Seriata	Geoplanidae	Platydemus	Platydemus manokwari	De Beauchamp, 1963	Species		Y	Y																																									0	0	F	BLACK			
NBNORG0000089115	NHMSYS0001719619	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Platyderus	Platyderus depressus	(Audinet-Serville, 1821)	Species	Platyderus ruficollis		Y							LC	IUCN Threat listing (1)	predator	predator	open habitats	short sward & bare ground	habitats >> litter & ground layer, soil humidity >> dry													RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000050487	NHMSYS0000310338	Plantae	Bryophyta	Bryopsida	Hypnales	Plagiotheciaceae	Platydictya	Platydictya jungermannioides	(Brid.) H.A.Crum	Species	Amblystegiella jungermannioides;Amblystegiella sprucei;Amblystegium jungermannioides;Amblystegium jungermannoides;Amblystegium sprucei																												RedList_GB_post2001-LC															0	0	F	BLACK			
NBNORG0000088557	NHMSYS0021467898	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Platydomene	Platydomene angusticollis	(Lacordaire, 1835)	Species	Lathrobium (Platydomene) angusticolle;Lathrobium angusticolle;Platydomene angusticolle		Y					4	Nb	[Scarce]	[GB Rarity listing] (1)	predator	predator	wetland	running water	exposed riverine sediments >> riparian shingle	W111	ERS (Coleoptera): 1															Notable-B											0	0	F	BLACK			
NBNORG0000017520	NBNSYS0000023510	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Platydracus	Platydracus fulvipes	(Scopoli, 1763)	Species	Staphylinus fulvipes		Y					4	Nb	[Scarce]	[GB Rarity listing] (1)	predator	predator	open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> variable humidity																	Notable-B											0	0	F	BLACK			
NBNORG0000017521	NBNSYS0000023511	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Platydracus	Platydracus latebricola	(Gravenhorst, 1806)	Species	Staphylinus latebricola		Y					4	Nb	[Scarce]	[GB Rarity listing] (1)	predator	predator	open habitats	short sward & bare ground	habitats >> litter & ground layer, soil humidity >> dry		calcareous grassland: Moderate															Notable-B											0	0	F	BLACK			
NBNORG0000017522	NBNSYS0000023513	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Platydracus	Platydracus stercorarius	(Olivier, 1795)	Species	Staphylinus stercorarius		Y					1				predator	predator	open habitats	tall sward & scrub	habitats >> litter & ground layer, soil humidity >> damp																												0	0	F	BLACK			
NBNORG0000058819	NHMSYS0000503848	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Platyedra	Platyedra subcinerea	(Haworth, 1828)	Species	Platyedra vilella;Sitotroga subcinerea		Y					4	[Notable]	[Scarce]	[GB Rarity listing] (1)	herbivore	nectivore	open habitats	tall sward & scrub	habitats >> sward/field layer			Malva														Notable											0	0	F	BLACK			
NBNORG0000126111	NHMSYS0021203960	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster abia	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126112	NHMSYS0021203966	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster abisares	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126113	NHMSYS0021203972	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster abrupta	Buhl, 1994	Species			Y																																									0	0	F	BLACK			
NBNORG0000126114	NHMSYS0021203978	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster acrisius	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126115	NHMSYS0021203984	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster aebeloeensis	Buhl, 2001	Species			Y																																									0	0	F	BLACK			
NBNORG0000126116	NHMSYS0021203990	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster aegeus	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126117	NHMSYS0021203996	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster anglica	Buhl, 2009	Species			Y																																									0	0	F	BLACK			
NBNORG0000126119	NHMSYS0021204008	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ashei	Buhl & O'Connor, 2012	Species			Y																																									0	0	F	BLACK			
NBNORG0000126120	NHMSYS0021204014	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster athamas	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126121	NHMSYS0021204020	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster betulae	(Kieffer, 1916)	Species			Y																																									0	0	F	BLACK			
NBNORG0000126122	NHMSYS0021204026	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster betularia	Kieffer, 1916	Species			Y																																									0	0	F	BLACK			
NBNORG0000126123	NHMSYS0021204032	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster breviscapa	Buhl, 2009	Species			Y																																									0	0	F	BLACK			
NBNORG0000126124	NHMSYS0021204038	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster bucolion	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126125	NHMSYS0021204044	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster cebes	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126126	NHMSYS0021204050	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster cecidomyiae	Ratzeburg, 1852	Species			Y																																									0	0	F	BLACK			
NBNORG0000126127	NHMSYS0021204056	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster chloropus	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126128	NHMSYS0021204062	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster chrysippus	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126129	NHMSYS0021204068	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster clavata	Buhl, 1994	Species			Y																																									0	0	F	BLACK			
NBNORG0000126130	NHMSYS0021204074	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster compressicornis	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126131	NHMSYS0021204080	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster confinis	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126132	NHMSYS0021204086	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster consobrina	Kieffer, 1913	Species			Y																																									0	0	F	BLACK			
NBNORG0000126133	NHMSYS0021204092	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster contorticornis	Ratzeburg, 1844	Species			Y																																									0	0	F	BLACK			
NBNORG0000126134	NHMSYS0021204098	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster convergens	Kieffer, 1913	Species			Y																																									0	0	F	BLACK			
NBNORG0000126135	NHMSYS0021204104	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster cottei	Kieffer, 1913	Species			Y																																									0	0	F	BLACK			
NBNORG0000126136	NHMSYS0021204110	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster cyrsilus	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126137	NHMSYS0021204116	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster damokles	Buhl, 1998	Species			Y																																									0	0	F	BLACK			
NBNORG0000126138	NHMSYS0021204122	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster danica	Buhl, 1999	Species			Y																																									0	0	F	BLACK			
NBNORG0000126139	NHMSYS0021204128	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster deipyla	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126140	NHMSYS0021204134	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster demades	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126238	NHMSYS0021204722	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster depressiventris	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126141	NHMSYS0021204140	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster dictys	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126142	NHMSYS0021204146	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster dryope	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126143	NHMSYS0021204152	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster elongata	Haliday, 1833	Species			Y																																									0	0	F	BLACK			
NBNORG0000126144	NHMSYS0021204158	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster enneatoma	(Kieffer, 1913)	Species			Y																																									0	0	F	BLACK			
NBNORG0000126145	NHMSYS0021204164	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ennius	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126146	NHMSYS0021204170	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ensifer	(Westwood, 1833)	Species			Y																																									0	0	F	BLACK			
NBNORG0000122603	NHMSYS0021167545	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster entwistlei	Buhl, 1997	Species			Y																																									0	0	F	BLACK			
NBNORG0000126147	NHMSYS0021204176	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster equestris	Spittler, 1969	Species			Y																																									0	0	F	BLACK			
NBNORG0000126148	NHMSYS0021204182	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster eriphyle	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126149	NHMSYS0021204188	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster euhemerus	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126150	NHMSYS0021204194	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster floricola	(Kieffer, 1916)	Species			Y																																									0	0	F	BLACK			
NBNORG0000126151	NHMSYS0021204200	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster frater	Buhl, 2006	Species			Y																																									0	0	F	BLACK			
NBNORG0000126152	NHMSYS0021204206	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster galenus	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126153	NHMSYS0021204212	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster germanica	Buhl, 1998	Species			Y																																									0	0	F	BLACK			
NBNORG0000126154	NHMSYS0021204218	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster gladiator	Zetterstedt, 1838	Species			Y																																									0	0	F	BLACK			
NBNORG0000126155	NHMSYS0021204224	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster gorge	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126156	NHMSYS0021204230	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster gracilipes	Huggert, 1975	Species			Y																																									0	0	F	BLACK			
NBNORG0000126157	NHMSYS0021204236	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster gyge	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126158	NHMSYS0021204242	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster henkvlugi	Buhl, 1996	Species			Y																																									0	0	F	BLACK			
NBNORG0000126159	NHMSYS0021204248	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster herricki	Packard, 1841	Species			Y																																									0	0	F	BLACK			
NBNORG0000126160	NHMSYS0021204254	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster hibernica	Buhl & O'Connor, 2009	Species			Y																																									0	0	F	BLACK			
NBNORG0000126161	NHMSYS0021204260	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster hiemalis	Forbes, 1888	Species			Y																																									0	0	F	BLACK			
NBNORG0000126162	NHMSYS0021204266	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster hybrida	Buhl, 1994	Species			Y																																									0	0	F	BLACK			
NBNORG0000126163	NHMSYS0021204272	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster hyemalis	Curtis, 1830	Species			Y																																									0	0	F	BLACK			
NBNORG0000126164	NHMSYS0021204278	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster inermis	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126165	NHMSYS0021204284	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster intermediana	Buhl, 2009	Species			Y																																									0	0	F	BLACK			
NBNORG0000126166	NHMSYS0021204290	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster iolas	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126167	NHMSYS0021204296	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster jutlandica	Buhl, 2006	Species			Y																																									0	0	F	BLACK			
NBNORG0000126168	NHMSYS0021204302	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster krarupi	Buhl, 1995	Species			Y																																									0	0	F	BLACK			
NBNORG0000125954	NHMSYS0021202815	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster lamelliformis	Huggert, 1973	Species			Y																																									0	0	F	BLACK			
NBNORG0000126169	NHMSYS0021204308	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster leptines	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126172	NHMSYS0021204326	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster lineaticeps	Buhl, 1994	Species			Y																																									0	0	F	BLACK			
NBNORG0000126173	NHMSYS0021204332	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster longestriolata	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126174	NHMSYS0021204338	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster longicaudata	Kieffer, 1906	Species			Y																																									0	0	F	BLACK			
NBNORG0000126175	NHMSYS0021204344	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster lysicles	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126176	NHMSYS0021204350	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster malpighii	Kieffer, 1916	Species			Y																																									0	0	F	BLACK			
NBNORG0000126177	NHMSYS0021204356	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster manensis	Buhl & Bennett, 2009	Species			Y																																									0	0	F	BLACK			
NBNORG0000126178	NHMSYS0021204362	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster manto	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126179	NHMSYS0021204368	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster marchali	Kieffer, 1906	Species			Y																																									0	0	F	BLACK			
NBNORG0000126180	NHMSYS0021204374	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster marginata	Thomson, 1859	Species			Y																																									0	0	F	BLACK			
NBNORG0000126181	NHMSYS0021204380	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster marshalli	(Kieffer, 1916)	Species			Y																																									0	0	F	BLACK			
NBNORG0000126182	NHMSYS0021204386	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster martikaineni	Buhl, 2003	Species			Y																																									0	0	F	BLACK			
NBNORG0000126183	NHMSYS0021204392	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster masneri	Huggert, 1975	Species			Y																																									0	0	F	BLACK			
NBNORG0000126184	NHMSYS0021204398	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster mayetiolae	Kieffer, 1916	Species			Y																																									0	0	F	BLACK			
NBNORG0000126185	NHMSYS0021204404	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster microsculpturata	Buhl, 1999	Species			Y																																									0	0	F	BLACK			
NBNORG0000126186	NHMSYS0021204410	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster minthe	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126187	NHMSYS0021204416	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster minutula	Dalla Torre, 1898	Species			Y																																									0	0	F	BLACK			
NBNORG0000126188	NHMSYS0021204422	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster misella	Buhl, 2006	Species			Y																																									0	0	F	BLACK			
NBNORG0000126189	NHMSYS0021204428	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster molsensis	Buhl, 1995	Species			Y																																									0	0	F	BLACK			
NBNORG0000126190	NHMSYS0021204434	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster munita	Walker, 1835	Species			Y																																									0	0	F	BLACK			
NBNORG0000126191	NHMSYS0021204440	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster nashi	Buhl & O'Connor, 2011	Species			Y																																									0	0	F	BLACK			
